Dataset,Side,Model,round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
Dataset_1,Left,PointNet,585,20,40,5,9,0.8108,0.6897,0.8889,0.7407,0.9142
Dataset_1,Left,PointNet,586,23,44,3,4,0.9054,0.8519,0.9362,0.8679,0.9054
Dataset_1,Left,PointNet,587,19,48,2,5,0.9054,0.7917,0.96,0.8444,0.865
Dataset_1,Left,PointNet,588,19,40,8,7,0.7973,0.7308,0.8333,0.717,0.8309
Dataset_1,Left,PointNet,589,16,45,8,5,0.8243,0.7619,0.8491,0.7111,0.8589
Dataset_1,Left,PointNet,590,18,46,5,5,0.8649,0.7826,0.902,0.7826,0.8363
Dataset_1,Left,PointNet,591,14,45,7,8,0.7973,0.6364,0.8654,0.6512,0.833
Dataset_1,Left,PointNet,592,22,42,3,7,0.8649,0.7586,0.9333,0.8148,0.8322
Dataset_1,Left,PointNet,593,13,47,8,6,0.8108,0.6842,0.8545,0.65,0.7483
Dataset_1,Left,PointNet,594,23,40,6,5,0.8514,0.8214,0.8696,0.807,0.8727
Dataset_1,Left,PointNet,595,21,44,6,3,0.8784,0.875,0.88,0.8235,0.9133
Dataset_1,Left,PointNet,596,14,47,7,6,0.8243,0.7,0.8704,0.6829,0.8713
Dataset_1,Left,PointNet,597,22,40,4,8,0.8378,0.7333,0.9091,0.7857,0.822
Dataset_1,Left,PointNet,598,21,45,3,5,0.8919,0.8077,0.9375,0.84,0.8598
Dataset_1,Left,PointNet,599,18,45,6,5,0.8514,0.7826,0.8824,0.766,0.8193
Dataset_1,Left,PointNet,600,16,45,7,6,0.8243,0.7273,0.8654,0.7111,0.8322
Dataset_1,Left,PointNet,601,19,43,9,3,0.8378,0.8636,0.8269,0.76,0.8794
Dataset_1,Left,PointNet,602,18,48,6,2,0.8919,0.9,0.8889,0.8182,0.938
Dataset_1,Left,PointNet,603,19,41,9,5,0.8108,0.7917,0.82,0.7308,0.845
Dataset_1,Left,PointNet,604,21,42,3,8,0.8514,0.7241,0.9333,0.7925,0.8966
Dataset_1,Left,PointNet,605,22,42,3,7,0.8649,0.7586,0.9333,0.8148,0.869
Dataset_1,Left,PointNet,606,23,38,6,7,0.8243,0.7667,0.8636,0.7797,0.8083
Dataset_1,Left,PointNet,607,26,39,5,4,0.8784,0.8667,0.8864,0.8525,0.9227
Dataset_1,Left,PointNet,608,23,40,6,5,0.8514,0.8214,0.8696,0.807,0.8758
Dataset_1,Left,PointNet,609,18,43,7,6,0.8243,0.75,0.86,0.7347,0.8042
Dataset_1,Left,PointNet,610,18,43,9,4,0.8243,0.8182,0.8269,0.7347,0.8444
Dataset_1,Left,PointNet,611,17,46,6,5,0.8514,0.7727,0.8846,0.7556,0.8514
Dataset_1,Left,PointNet,612,21,47,3,3,0.9189,0.875,0.94,0.875,0.9625
Dataset_1,Left,PointNet,613,17,47,5,5,0.8649,0.7727,0.9038,0.7727,0.8925
Dataset_1,Left,PointNet,614,19,45,8,2,0.8649,0.9048,0.8491,0.7917,0.8949
Dataset_1,Left,PointNet,615,21,35,10,8,0.7568,0.7241,0.7778,0.7,0.7992
Dataset_1,Left,PointNet,616,19,39,10,6,0.7838,0.76,0.7959,0.7037,0.8196
Dataset_1,Left,PointNet,617,19,42,11,2,0.8243,0.9048,0.7925,0.7451,0.8742
Dataset_1,Left,PointNet,618,21,39,12,2,0.8108,0.913,0.7647,0.75,0.8926
Dataset_1,Left,PointNet,619,20,46,1,7,0.8919,0.7407,0.9787,0.8333,0.8708
Dataset_1,Left,PointNet,620,20,45,5,4,0.8784,0.8333,0.9,0.8163,0.8867
Dataset_1,Left,PointNet,621,21,43,5,5,0.8649,0.8077,0.8958,0.8077,0.847
Dataset_1,Left,PointNet,622,20,34,10,10,0.7297,0.6667,0.7727,0.6667,0.7288
Dataset_1,Left,PointNet,623,25,36,3,10,0.8243,0.7143,0.9231,0.7937,0.904
Dataset_1,Left,PointNet,624,21,41,8,4,0.8378,0.84,0.8367,0.7778,0.9339
Dataset_1,Left,PointNet,625,13,45,7,9,0.7838,0.5909,0.8654,0.619,0.7413
Dataset_1,Left,PointNet,626,15,41,11,7,0.7568,0.6818,0.7885,0.625,0.7535
Dataset_1,Left,PointNet,627,15,38,10,11,0.7162,0.5769,0.7917,0.5882,0.7516
Dataset_1,Left,PointNet,628,16,41,12,5,0.7703,0.7619,0.7736,0.6531,0.7826
Dataset_1,Left,PointNet,629,21,36,7,10,0.7703,0.6774,0.8372,0.7119,0.8102
Dataset_1,Left,PointNet,630,30,36,3,5,0.8919,0.8571,0.9231,0.8824,0.9106
Dataset_1,Left,PointNet,631,23,43,2,6,0.8919,0.7931,0.9556,0.8519,0.9172
Dataset_1,Left,PointNet,632,18,42,7,7,0.8108,0.72,0.8571,0.72,0.8653
Dataset_1,Left,PointNet,633,19,43,2,10,0.8378,0.6552,0.9556,0.76,0.7747
Dataset_1,Left,PointNet,634,19,45,6,4,0.8649,0.8261,0.8824,0.7917,0.9096
Dataset_1,Left,PointNet,635,17,50,2,5,0.9054,0.7727,0.9615,0.8293,0.9012
Dataset_1,Left,PointNet,636,13,46,9,6,0.7973,0.6842,0.8364,0.6341,0.7722
Dataset_1,Left,PointNet,637,22,40,9,3,0.8378,0.88,0.8163,0.7857,0.8547
Dataset_1,Left,PointNet,638,23,41,5,5,0.8649,0.8214,0.8913,0.8214,0.8587
Dataset_1,Left,PointNet,639,21,39,5,9,0.8108,0.7,0.8864,0.75,0.8311
Dataset_1,Left,PointNet,640,17,41,5,11,0.7838,0.6071,0.8913,0.68,0.778
Dataset_1,Left,PointNet,641,15,46,3,10,0.8243,0.6,0.9388,0.6977,0.8555
Dataset_1,Left,PointNet,642,21,40,6,7,0.8243,0.75,0.8696,0.7636,0.8851
Dataset_1,Left,PointNet,643,21,43,4,6,0.8649,0.7778,0.9149,0.8077,0.8802
Dataset_1,Left,PointNet,644,26,38,5,5,0.8649,0.8387,0.8837,0.8387,0.9422
Dataset_1,Left,PointNet,645,18,47,4,5,0.8784,0.7826,0.9216,0.8,0.8005
Dataset_1,Left,PointNet,646,26,37,4,7,0.8514,0.7879,0.9024,0.8254,0.8987
Dataset_1,Left,PointNet,647,24,34,7,9,0.7838,0.7273,0.8293,0.75,0.7576
Dataset_1,Left,PointNet,648,18,42,6,8,0.8108,0.6923,0.875,0.72,0.7644
Dataset_1,Left,PointNet,649,21,44,5,4,0.8784,0.84,0.898,0.8235,0.8988
Dataset_1,Left,PointNet,650,26,37,7,4,0.8514,0.8667,0.8409,0.8254,0.9121
Dataset_1,Left,PointNet,651,22,41,6,5,0.8514,0.8148,0.8723,0.8,0.8637
Dataset_1,Left,PointNet,652,24,45,4,1,0.9324,0.96,0.9184,0.9057,0.9608
Dataset_1,Left,PointNet,653,14,44,7,9,0.7838,0.6087,0.8627,0.6364,0.7255
Dataset_1,Left,PointNet,654,17,44,7,6,0.8243,0.7391,0.8627,0.7234,0.7928
Dataset_1,Left,PointNet,655,15,48,7,4,0.8514,0.7895,0.8727,0.7317,0.8526
Dataset_1,Left,PointNet,656,24,38,6,6,0.8378,0.8,0.8636,0.8,0.8265
Dataset_1,Left,PointNet,657,17,50,4,3,0.9054,0.85,0.9259,0.8293,0.9259
Dataset_1,Left,PointNet,658,20,43,5,6,0.8514,0.7692,0.8958,0.7843,0.8381
Dataset_1,Left,PointNet,659,24,42,3,5,0.8919,0.8276,0.9333,0.8571,0.8966
Dataset_1,Left,PointNet,660,21,41,5,7,0.8378,0.75,0.8913,0.7778,0.8377
Dataset_1,Left,PointNet,661,11,48,7,8,0.7973,0.5789,0.8727,0.5946,0.7809
Dataset_1,Left,PointNet,662,18,41,6,9,0.7973,0.6667,0.8723,0.7059,0.7392
Dataset_1,Left,PointNet,663,17,43,9,5,0.8108,0.7727,0.8269,0.7083,0.8147
Dataset_1,Left,PointNet,664,19,39,10,6,0.7838,0.76,0.7959,0.7037,0.8547
Dataset_1,Left,PointNet,665,19,48,4,3,0.9054,0.8636,0.9231,0.8444,0.9257
Dataset_1,Left,PointNet,666,20,42,6,6,0.8378,0.7692,0.875,0.7692,0.8221
Dataset_1,Left,PointNet,667,21,40,11,2,0.8243,0.913,0.7843,0.7636,0.8627
Dataset_1,Left,PointNet,668,16,40,11,7,0.7568,0.6957,0.7843,0.64,0.7553
Dataset_1,Left,PointNet,669,16,41,8,9,0.7703,0.64,0.8367,0.6531,0.8294
Dataset_1,Left,PointNet,670,23,38,10,3,0.8243,0.8846,0.7917,0.7797,0.8486
Dataset_1,Left,PointNet,671,19,38,10,7,0.7703,0.7308,0.7917,0.6909,0.7724
Dataset_1,Left,PointNet,672,21,38,8,7,0.7973,0.75,0.8261,0.7368,0.8284
Dataset_1,Left,PointNet,673,18,44,3,9,0.8378,0.6667,0.9362,0.75,0.8361
Dataset_1,Left,PointNet,674,19,42,7,6,0.8243,0.76,0.8571,0.7451,0.862
Dataset_1,Left,PointNet,675,25,39,7,3,0.8649,0.8929,0.8478,0.8333,0.903
Dataset_1,Left,PointNet,676,24,41,6,3,0.8784,0.8889,0.8723,0.8421,0.911
Dataset_1,Left,PointNet,677,20,41,6,7,0.8243,0.7407,0.8723,0.7547,0.87
Dataset_1,Left,PointNet,678,16,50,5,3,0.8919,0.8421,0.9091,0.8,0.9158
Dataset_1,Left,PointNet,679,25,38,5,6,0.8514,0.8065,0.8837,0.8197,0.886
Dataset_1,Left,PointNet,680,20,43,5,6,0.8514,0.7692,0.8958,0.7843,0.8902
Dataset_1,Left,PointNet,681,21,37,8,8,0.7838,0.7241,0.8222,0.7241,0.8475
Dataset_1,Left,PointNet,682,18,48,3,5,0.8919,0.7826,0.9412,0.8182,0.8491
Dataset_1,Left,PointNet,683,20,41,9,4,0.8243,0.8333,0.82,0.7547,0.8342
Dataset_1,Left,PointNet,684,25,33,7,9,0.7838,0.7353,0.825,0.7576,0.8118
Dataset_1,Left,PointNet,685,16,47,5,6,0.8514,0.7273,0.9038,0.7442,0.8479
Dataset_1,Left,PointNet,686,19,39,11,5,0.7838,0.7917,0.78,0.7037,0.8417
Dataset_1,Left,PointNet,687,15,46,3,10,0.8243,0.6,0.9388,0.6977,0.7829
Dataset_1,Left,PointNet,688,22,39,2,11,0.8243,0.6667,0.9512,0.7719,0.8204
Dataset_1,Left,PointNet,689,24,35,4,11,0.7973,0.6857,0.8974,0.7619,0.8029
Dataset_1,Left,PointNet,690,19,45,7,3,0.8649,0.8636,0.8654,0.7917,0.8663
Dataset_1,Left,PointNet,691,23,39,7,5,0.8378,0.8214,0.8478,0.7931,0.9472
Dataset_1,Left,PointNet,692,23,44,4,3,0.9054,0.8846,0.9167,0.8679,0.9022
Dataset_1,Left,PointNet,693,18,39,11,6,0.7703,0.75,0.78,0.6792,0.8808
Dataset_1,Left,PointNet,694,28,30,11,5,0.7838,0.8485,0.7317,0.7778,0.8307
Dataset_1,Left,PointNet,695,20,39,6,9,0.7973,0.6897,0.8667,0.7273,0.7724
Dataset_1,Left,PointNet,696,21,41,6,6,0.8378,0.7778,0.8723,0.7778,0.8385
Dataset_1,Left,PointNet,697,21,39,9,5,0.8108,0.8077,0.8125,0.75,0.8085
Dataset_1,Left,PointNet,698,25,41,5,3,0.8919,0.8929,0.8913,0.8621,0.8921
Dataset_1,Left,PointNet,699,19,46,6,3,0.8784,0.8636,0.8846,0.8085,0.8951
Dataset_1,Left,PointNet,700,16,47,7,4,0.8514,0.8,0.8704,0.7442,0.8278
Dataset_1,Left,PointNet,701,23,38,6,7,0.8243,0.7667,0.8636,0.7797,0.8265
Dataset_1,Left,PointNet,702,20,45,5,4,0.8784,0.8333,0.9,0.8163,0.9217
Dataset_1,Left,PointNet,703,15,45,5,9,0.8108,0.625,0.9,0.6818,0.7825
Dataset_1,Left,PointNet,704,22,45,2,5,0.9054,0.8148,0.9574,0.8627,0.907
Dataset_1,Left,PointNet,705,17,49,4,4,0.8919,0.8095,0.9245,0.8095,0.9111
Dataset_1,Left,PointNet,706,25,40,5,4,0.8784,0.8621,0.8889,0.8475,0.8943
Dataset_1,Left,PointNet,707,18,43,3,10,0.8243,0.6429,0.9348,0.7347,0.8455
Dataset_1,Left,PointNet,708,17,43,5,9,0.8108,0.6538,0.8958,0.7083,0.7829
Dataset_1,Left,PointNet,709,21,43,5,5,0.8649,0.8077,0.8958,0.8077,0.8526
Dataset_1,Left,PointNet,710,19,46,2,7,0.8784,0.7308,0.9583,0.8085,0.8133
Dataset_1,Left,PointNet,711,23,40,6,5,0.8514,0.8214,0.8696,0.807,0.861
Dataset_1,Left,PointNet,712,19,42,4,9,0.8243,0.6786,0.913,0.7451,0.8082
Dataset_1,Left,PointNet,713,21,43,5,5,0.8649,0.8077,0.8958,0.8077,0.8381
Dataset_1,Left,PointNet,714,15,42,9,8,0.7703,0.6522,0.8235,0.6383,0.7408
Dataset_1,Left,PointNet,715,19,44,4,7,0.8514,0.7308,0.9167,0.7755,0.9014
Dataset_1,Left,PointNet,716,24,40,7,3,0.8649,0.8889,0.8511,0.8276,0.911
Dataset_1,Left,PointNet,717,20,40,4,10,0.8108,0.6667,0.9091,0.7407,0.8364
Dataset_1,Left,PointNet,718,17,46,7,4,0.8514,0.8095,0.8679,0.7556,0.8221
Dataset_1,Left,PointNet,719,18,46,5,5,0.8649,0.7826,0.902,0.7826,0.8636
Dataset_1,Left,PointNet,720,15,42,10,7,0.7703,0.6818,0.8077,0.6383,0.7885
Dataset_1,Left,PointNet,721,16,48,2,8,0.8649,0.6667,0.96,0.7619,0.8433
Dataset_1,Left,PointNet,722,20,43,9,2,0.8514,0.9091,0.8269,0.7843,0.9537
Dataset_1,Left,PointNet,723,16,45,8,5,0.8243,0.7619,0.8491,0.7111,0.8625
Dataset_1,Left,PointNet,724,16,42,8,8,0.7838,0.6667,0.84,0.6667,0.8125
Dataset_1,Left,PointNet,725,18,47,5,4,0.8784,0.8182,0.9038,0.8,0.9047
Dataset_1,Left,PointNet,726,19,44,6,5,0.8514,0.7917,0.88,0.7755,0.8542
Dataset_1,Left,PointNet,727,23,44,4,3,0.9054,0.8846,0.9167,0.8679,0.9455
Dataset_1,Left,PointNet,728,23,44,4,3,0.9054,0.8846,0.9167,0.8679,0.8918
Dataset_1,Left,PointNet,729,20,39,7,8,0.7973,0.7143,0.8478,0.7273,0.8137
Dataset_1,Left,PointNet,730,19,39,6,10,0.7838,0.6552,0.8667,0.7037,0.7678
Dataset_1,Left,PointNet,731,25,35,10,4,0.8108,0.8621,0.7778,0.7813,0.8552
Dataset_1,Left,PointNet,732,16,49,4,5,0.8784,0.7619,0.9245,0.7805,0.8949
Dataset_1,Left,PointNet,733,26,36,3,9,0.8378,0.7429,0.9231,0.8125,0.8886
Dataset_1,Left,PointNet,734,21,42,7,4,0.8514,0.84,0.8571,0.7925,0.9078
Dataset_1,Left,PointNet,735,19,47,1,7,0.8919,0.7308,0.9792,0.8261,0.9159
Dataset_1,Left,PointNet,736,14,48,6,6,0.8378,0.7,0.8889,0.7,0.8222
Dataset_1,Left,PointNet,737,17,42,9,6,0.7973,0.7391,0.8235,0.6939,0.8338
Dataset_1,Left,PointNet,738,18,41,5,10,0.7973,0.6429,0.8913,0.7059,0.7516
Dataset_1,Left,PointNet,739,16,47,6,5,0.8514,0.7619,0.8868,0.7442,0.8571
Dataset_1,Left,PointNet,740,19,46,3,6,0.8784,0.76,0.9388,0.8085,0.8612
Dataset_1,Left,PointNet,741,19,47,4,4,0.8919,0.8261,0.9216,0.8261,0.8355
Dataset_1,Left,PointNet,742,19,48,5,2,0.9054,0.9048,0.9057,0.8444,0.9335
Dataset_1,Left,PointNet,743,24,39,8,3,0.8514,0.8889,0.8298,0.8136,0.8999
Dataset_1,Left,PointNet,744,21,49,2,2,0.9459,0.913,0.9608,0.913,0.9676
