round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
813,21,27,17,9,0.6486,0.7,0.6136,0.6176,0.7106
814,31,24,17,2,0.7432,0.9394,0.5854,0.7654,0.7517
815,10,37,19,8,0.6351,0.5556,0.6607,0.4255,0.62
816,22,40,9,3,0.8378,0.88,0.8163,0.7857,0.8408
817,20,31,14,9,0.6892,0.6897,0.6889,0.6349,0.7188
818,20,29,18,7,0.6622,0.7407,0.617,0.6154,0.6895
819,22,31,13,8,0.7162,0.7333,0.7045,0.6769,0.7591
820,27,26,19,2,0.7162,0.931,0.5778,0.72,0.7724
821,14,37,20,3,0.6892,0.8235,0.6491,0.549,0.7214
822,20,32,16,6,0.7027,0.7692,0.6667,0.6452,0.7163
823,19,27,23,5,0.6216,0.7917,0.54,0.5758,0.6771
824,22,30,13,9,0.7027,0.7097,0.6977,0.6667,0.7554
825,15,34,22,3,0.6622,0.8333,0.6071,0.5455,0.7599
826,19,36,16,3,0.7432,0.8636,0.6923,0.6667,0.8134
827,15,36,21,2,0.6892,0.8824,0.6316,0.566,0.7152
828,12,31,24,7,0.5811,0.6316,0.5636,0.4364,0.6708
829,16,35,15,8,0.6892,0.6667,0.7,0.5818,0.7187
830,20,33,13,8,0.7162,0.7143,0.7174,0.6557,0.7461
831,22,30,15,7,0.7027,0.7586,0.6667,0.6667,0.7268
832,25,38,6,5,0.8514,0.8333,0.8636,0.8197,0.8856
833,22,36,12,4,0.7838,0.8462,0.75,0.7333,0.9022
834,26,27,13,8,0.7162,0.7647,0.675,0.7123,0.6915
835,18,37,13,6,0.7432,0.75,0.74,0.6545,0.7642
836,20,33,17,4,0.7162,0.8333,0.66,0.6557,0.8013
837,24,27,18,5,0.6892,0.8276,0.6,0.6761,0.7341
838,20,26,25,3,0.6216,0.8696,0.5098,0.5882,0.6151
839,24,29,16,5,0.7162,0.8276,0.6444,0.6957,0.7575
840,18,35,17,4,0.7162,0.8182,0.6731,0.6316,0.8173
841,22,32,17,3,0.7297,0.88,0.6531,0.6875,0.7633
842,16,35,17,6,0.6892,0.7273,0.6731,0.5818,0.7644
843,23,32,15,4,0.7432,0.8519,0.6809,0.7077,0.7498
844,15,38,16,5,0.7162,0.75,0.7037,0.5882,0.7685
845,14,34,17,9,0.6486,0.6087,0.6667,0.5185,0.6658
846,21,32,15,6,0.7162,0.7778,0.6809,0.6667,0.7573
847,22,30,17,5,0.7027,0.8148,0.6383,0.6667,0.777
848,17,32,18,7,0.6622,0.7083,0.64,0.5763,0.6946
849,15,33,20,6,0.6486,0.7143,0.6226,0.5357,0.7044
850,14,39,19,2,0.7162,0.875,0.6724,0.5714,0.8157
851,17,31,18,8,0.6486,0.68,0.6327,0.5667,0.7253
852,13,40,13,8,0.7162,0.619,0.7547,0.5532,0.7727
853,24,30,14,6,0.7297,0.8,0.6818,0.7059,0.8061
854,22,35,15,2,0.7703,0.9167,0.7,0.7213,0.7975
855,13,37,17,7,0.6757,0.65,0.6852,0.52,0.7074
856,22,31,16,5,0.7162,0.8148,0.6596,0.6769,0.7636
857,20,31,18,5,0.6892,0.8,0.6327,0.6349,0.7792
858,15,36,16,7,0.6892,0.6818,0.6923,0.566,0.7325
859,17,28,22,7,0.6081,0.7083,0.56,0.5397,0.6308
860,22,34,11,7,0.7568,0.7586,0.7556,0.7097,0.8314
861,18,41,8,7,0.7973,0.72,0.8367,0.7059,0.8776
862,21,27,23,3,0.6486,0.875,0.54,0.6176,0.7433
863,9,42,17,6,0.6892,0.6,0.7119,0.439,0.7785
864,19,33,19,3,0.7027,0.8636,0.6346,0.6333,0.7972
865,24,28,16,6,0.7027,0.8,0.6364,0.6857,0.7068
866,22,31,19,2,0.7162,0.9167,0.62,0.6769,0.8042
867,21,29,15,9,0.6757,0.7,0.6591,0.6364,0.7326
868,12,37,17,8,0.6622,0.6,0.6852,0.4898,0.6407
869,15,41,15,3,0.7568,0.8333,0.7321,0.625,0.7713
870,24,33,13,4,0.7703,0.8571,0.7174,0.7385,0.7756
871,24,32,12,6,0.7568,0.8,0.7273,0.7273,0.7856
872,17,33,16,8,0.6757,0.68,0.6735,0.5862,0.7118
873,20,29,18,7,0.6622,0.7407,0.617,0.6154,0.6726
874,24,28,14,8,0.7027,0.75,0.6667,0.6857,0.8214
875,18,34,16,6,0.7027,0.75,0.68,0.6207,0.7546
876,26,31,12,5,0.7703,0.8387,0.7209,0.7536,0.802
877,15,33,22,4,0.6486,0.7895,0.6,0.5357,0.7215
878,17,36,16,5,0.7162,0.7727,0.6923,0.6182,0.7762
879,23,26,21,4,0.6622,0.8519,0.5532,0.6479,0.7025
880,14,36,19,5,0.6757,0.7368,0.6545,0.5385,0.6813
881,24,29,18,3,0.7162,0.8889,0.617,0.6957,0.721
882,26,34,12,2,0.8108,0.9286,0.7391,0.7879,0.8276
883,16,33,18,7,0.6622,0.6957,0.6471,0.5614,0.7357
884,23,34,13,4,0.7703,0.8519,0.7234,0.7302,0.7833
885,22,36,13,3,0.7838,0.88,0.7347,0.7333,0.8204
886,21,30,17,6,0.6892,0.7778,0.6383,0.6462,0.6942
887,23,28,21,2,0.6892,0.92,0.5714,0.6667,0.8008
888,18,30,19,7,0.6486,0.72,0.6122,0.5806,0.7514
889,25,29,14,6,0.7297,0.8065,0.6744,0.7143,0.7513
890,15,35,15,9,0.6757,0.625,0.7,0.5556,0.745
891,19,32,20,3,0.6892,0.8636,0.6154,0.623,0.8514
892,22,26,18,8,0.6486,0.7333,0.5909,0.6286,0.6803
893,19,29,20,6,0.6486,0.76,0.5918,0.5938,0.7457
