round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
919,19,38,15,2,0.7703,0.9048,0.717,0.6909,0.8509
920,18,38,17,1,0.7568,0.9474,0.6909,0.6667,0.9187
921,25,34,13,2,0.7973,0.9259,0.7234,0.7692,0.8873
922,22,34,17,1,0.7568,0.9565,0.6667,0.7097,0.8721
923,32,30,8,4,0.8378,0.8889,0.7895,0.8421,0.9276
924,25,34,14,1,0.7973,0.9615,0.7083,0.7692,0.9551
925,18,35,18,3,0.7162,0.8571,0.6604,0.6316,0.8464
926,26,31,17,0,0.7703,1.0,0.6458,0.7536,0.9167
927,18,37,14,5,0.7432,0.7826,0.7255,0.6545,0.8448
928,31,27,11,5,0.7838,0.8611,0.7105,0.7949,0.8889
929,19,41,10,4,0.8108,0.8261,0.8039,0.7308,0.8764
930,18,40,13,3,0.7838,0.8571,0.7547,0.6923,0.841
931,22,37,12,3,0.7973,0.88,0.7551,0.7458,0.8784
932,29,29,14,2,0.7838,0.9355,0.6744,0.7838,0.8972
933,19,34,18,3,0.7162,0.8636,0.6538,0.6441,0.8802
934,20,38,12,4,0.7838,0.8333,0.76,0.7143,0.8283
935,23,35,14,2,0.7838,0.92,0.7143,0.7419,0.9265
936,23,38,10,3,0.8243,0.8846,0.7917,0.7797,0.9111
937,27,36,9,2,0.8514,0.931,0.8,0.8308,0.9425
938,34,24,14,2,0.7838,0.9444,0.6316,0.8095,0.8487
939,25,28,18,3,0.7162,0.8929,0.6087,0.7042,0.8657
940,30,31,11,2,0.8243,0.9375,0.7381,0.8219,0.9182
941,26,31,11,6,0.7703,0.8125,0.7381,0.7536,0.8624
942,26,31,14,3,0.7703,0.8966,0.6889,0.7536,0.8613
943,22,38,12,2,0.8108,0.9167,0.76,0.7586,0.8658
944,21,35,13,5,0.7568,0.8077,0.7292,0.7,0.8165
945,24,33,15,2,0.7703,0.9231,0.6875,0.7385,0.9159
946,19,32,19,4,0.6892,0.8261,0.6275,0.623,0.8295
947,21,30,21,2,0.6892,0.913,0.5882,0.6462,0.8849
948,30,31,9,4,0.8243,0.8824,0.775,0.8219,0.9221
949,22,36,12,4,0.7838,0.8462,0.75,0.7333,0.8486
950,25,33,14,2,0.7838,0.9259,0.7021,0.7576,0.9141
951,20,39,13,2,0.7973,0.9091,0.75,0.7273,0.8837
952,23,35,15,1,0.7838,0.9583,0.7,0.7419,0.9408
953,17,38,12,7,0.7432,0.7083,0.76,0.6415,0.815
954,23,32,15,4,0.7432,0.8519,0.6809,0.7077,0.8747
955,31,33,10,0,0.8649,1.0,0.7674,0.8611,0.9655
956,32,30,10,2,0.8378,0.9412,0.75,0.8421,0.9206
957,22,29,17,6,0.6892,0.7857,0.6304,0.6567,0.788
958,24,37,12,1,0.8243,0.96,0.7551,0.7869,0.9616
959,20,33,18,3,0.7162,0.8696,0.6471,0.6557,0.9054
960,24,34,12,4,0.7838,0.8571,0.7391,0.75,0.8152
961,18,37,19,0,0.7432,1.0,0.6607,0.6545,0.8611
962,21,38,12,3,0.7973,0.875,0.76,0.7368,0.8792
963,18,40,16,0,0.7838,1.0,0.7143,0.6923,0.9177
964,30,26,15,3,0.7568,0.9091,0.6341,0.7692,0.8285
965,22,35,15,2,0.7703,0.9167,0.7,0.7213,0.875
966,17,36,20,1,0.7162,0.9444,0.6429,0.6182,0.9038
967,23,37,9,5,0.8108,0.8214,0.8043,0.7667,0.8346
968,20,34,14,6,0.7297,0.7692,0.7083,0.6667,0.8101
969,23,39,12,0,0.8378,1.0,0.7647,0.7931,0.9633
970,24,38,11,1,0.8378,0.96,0.7755,0.8,0.911
971,25,41,4,4,0.8919,0.8621,0.9111,0.8621,0.9111
972,21,39,10,4,0.8108,0.84,0.7959,0.75,0.8424
973,18,31,19,6,0.6622,0.75,0.62,0.5902,0.8158
974,22,38,10,4,0.8108,0.8462,0.7917,0.7586,0.8806
975,31,30,10,3,0.8243,0.9118,0.75,0.8267,0.9022
976,23,36,12,3,0.7973,0.8846,0.75,0.7541,0.9095
977,21,39,14,0,0.8108,1.0,0.7358,0.75,0.965
978,24,31,13,6,0.7432,0.8,0.7045,0.7164,0.8235
979,28,34,11,1,0.8378,0.9655,0.7556,0.8235,0.9034
980,30,32,9,3,0.8378,0.9091,0.7805,0.8333,0.9113
981,24,30,16,4,0.7297,0.8571,0.6522,0.7059,0.8408
982,29,33,10,2,0.8378,0.9355,0.7674,0.8286,0.934
983,21,31,18,4,0.7027,0.84,0.6327,0.6562,0.8049
984,23,35,14,2,0.7838,0.92,0.7143,0.7419,0.8776
985,22,30,19,3,0.7027,0.88,0.6122,0.6667,0.8147
986,25,35,13,1,0.8108,0.9615,0.7292,0.7812,0.9351
987,30,27,13,4,0.7703,0.8824,0.675,0.7792,0.8757
988,20,45,9,0,0.8784,1.0,0.8333,0.8163,0.9509
989,30,30,11,3,0.8108,0.9091,0.7317,0.8108,0.8463
990,24,39,7,4,0.8514,0.8571,0.8478,0.8136,0.8828
991,23,33,13,5,0.7568,0.8214,0.7174,0.7187,0.8649
992,20,37,14,3,0.7703,0.8696,0.7255,0.7018,0.8491
993,29,31,9,5,0.8108,0.8529,0.775,0.8056,0.8375
994,24,32,17,1,0.7568,0.96,0.6531,0.7273,0.9127
995,20,39,14,1,0.7973,0.9524,0.7358,0.7273,0.9057
996,19,38,14,3,0.7703,0.8636,0.7308,0.6909,0.8802
997,18,31,24,1,0.6622,0.9474,0.5636,0.5902,0.8488
998,25,35,11,3,0.8108,0.8929,0.7609,0.7812,0.8859
999,28,30,14,2,0.7838,0.9333,0.6818,0.7778,0.8795
1000,17,36,18,3,0.7162,0.85,0.6667,0.6182,0.8361
