round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
919,11,56,5,3,0.8933,0.7857,0.918,0.7333,0.9543
920,14,47,6,8,0.8133,0.6364,0.8868,0.6667,0.9177
921,16,51,6,2,0.8933,0.8889,0.8947,0.8,0.9405
922,14,45,7,9,0.7867,0.6087,0.8654,0.6364,0.8662
923,21,44,4,6,0.8667,0.7778,0.9167,0.8077,0.892
924,14,48,7,6,0.8267,0.7,0.8727,0.6829,0.8764
925,10,57,6,2,0.8933,0.8333,0.9048,0.7143,0.9471
926,20,44,7,4,0.8533,0.8333,0.8627,0.7843,0.8938
927,20,46,1,8,0.88,0.7143,0.9787,0.8163,0.9635
928,12,50,6,7,0.8267,0.6316,0.8929,0.6486,0.8421
929,15,49,8,3,0.8533,0.8333,0.8596,0.7317,0.9006
930,16,45,7,7,0.8133,0.6957,0.8654,0.6957,0.9164
931,14,47,8,6,0.8133,0.7,0.8545,0.6667,0.9182
932,19,48,4,4,0.8933,0.8261,0.9231,0.8261,0.9607
933,14,51,7,3,0.8667,0.8235,0.8793,0.7368,0.929
934,13,52,6,4,0.8667,0.7647,0.8966,0.7222,0.8935
935,17,44,6,8,0.8133,0.68,0.88,0.7083,0.9408
936,12,42,14,7,0.72,0.6316,0.75,0.5333,0.7707
937,16,40,10,9,0.7467,0.64,0.8,0.6275,0.824
938,13,52,5,5,0.8667,0.7222,0.9123,0.7222,0.8762
939,17,49,3,6,0.88,0.7391,0.9423,0.7907,0.9373
940,15,46,3,11,0.8133,0.5769,0.9388,0.6818,0.9003
941,16,43,9,7,0.7867,0.6957,0.8269,0.6667,0.9055
942,19,50,3,3,0.92,0.8636,0.9434,0.8636,0.946
943,9,55,7,4,0.8533,0.6923,0.8871,0.6207,0.9504
944,15,47,6,7,0.8267,0.6818,0.8868,0.6977,0.9142
945,12,52,4,7,0.8533,0.6316,0.9286,0.6857,0.9088
946,17,51,4,3,0.9067,0.85,0.9273,0.8293,0.9391
947,12,53,6,4,0.8667,0.75,0.8983,0.7059,0.9375
948,17,46,4,8,0.84,0.68,0.92,0.7391,0.9104
949,14,52,4,5,0.88,0.7368,0.9286,0.7568,0.953
950,10,51,6,8,0.8133,0.5556,0.8947,0.5882,0.8577
951,13,49,6,7,0.8267,0.65,0.8909,0.6667,0.9
952,10,54,5,6,0.8533,0.625,0.9153,0.6452,0.9078
953,9,55,4,7,0.8533,0.5625,0.9322,0.6207,0.8708
954,8,53,6,8,0.8133,0.5,0.8983,0.5333,0.9078
955,12,50,6,7,0.8267,0.6316,0.8929,0.6486,0.9201
956,12,48,4,11,0.8,0.5217,0.9231,0.6154,0.8495
957,12,48,7,8,0.8,0.6,0.8727,0.6154,0.9109
958,13,48,7,7,0.8133,0.65,0.8727,0.65,0.9018
959,9,58,3,5,0.8933,0.6429,0.9508,0.6923,0.9262
960,15,50,4,6,0.8667,0.7143,0.9259,0.75,0.9056
961,17,43,10,5,0.8,0.7727,0.8113,0.6939,0.9185
962,13,50,9,3,0.84,0.8125,0.8475,0.6842,0.8951
963,13,53,4,5,0.88,0.7222,0.9298,0.7429,0.9259
964,10,56,5,4,0.88,0.7143,0.918,0.6897,0.9461
965,13,51,5,6,0.8533,0.6842,0.9107,0.7027,0.8806
966,8,46,5,16,0.72,0.3333,0.902,0.4324,0.8309
967,13,47,8,7,0.8,0.65,0.8545,0.6341,0.8618
968,18,43,9,5,0.8133,0.7826,0.8269,0.72,0.8746
969,9,47,11,8,0.7467,0.5294,0.8103,0.4865,0.8428
970,21,38,6,10,0.7867,0.6774,0.8636,0.7241,0.9098
971,15,48,7,5,0.84,0.75,0.8727,0.7143,0.8791
972,9,56,6,4,0.8667,0.6923,0.9032,0.6429,0.9032
973,16,44,4,11,0.8,0.5926,0.9167,0.6809,0.9228
974,10,54,7,4,0.8533,0.7143,0.8852,0.6452,0.9239
975,16,50,7,2,0.88,0.8889,0.8772,0.7805,0.9162
976,20,36,11,8,0.7467,0.7143,0.766,0.678,0.8374
977,12,49,3,11,0.8133,0.5217,0.9423,0.6316,0.9005
978,12,47,5,11,0.7867,0.5217,0.9038,0.6,0.8746
979,8,51,9,7,0.7867,0.5333,0.85,0.5,0.7522
980,19,50,2,4,0.92,0.8261,0.9615,0.8636,0.9666
981,13,41,11,10,0.72,0.5652,0.7885,0.5532,0.8094
982,11,51,6,7,0.8267,0.6111,0.8947,0.6286,0.9045
983,15,46,9,5,0.8133,0.75,0.8364,0.6818,0.8936
984,17,45,8,5,0.8267,0.7727,0.8491,0.7234,0.9357
985,6,61,2,6,0.8933,0.5,0.9683,0.6,0.9339
986,17,47,5,6,0.8533,0.7391,0.9038,0.7556,0.9005
987,10,54,5,6,0.8533,0.625,0.9153,0.6452,0.8994
988,21,42,7,5,0.84,0.8077,0.8571,0.7778,0.9152
989,12,57,4,2,0.92,0.8571,0.9344,0.8,0.9754
990,15,48,3,9,0.84,0.625,0.9412,0.7143,0.9632
991,12,53,7,3,0.8667,0.8,0.8833,0.7059,0.9322
992,15,41,9,10,0.7467,0.6,0.82,0.6122,0.86
993,19,50,4,2,0.92,0.9048,0.9259,0.8636,0.9515
994,12,48,12,3,0.8,0.8,0.8,0.6154,0.91
995,18,48,5,4,0.88,0.8182,0.9057,0.8,0.9014
996,13,49,9,4,0.8267,0.7647,0.8448,0.6667,0.8864
997,16,52,5,2,0.9067,0.8889,0.9123,0.8205,0.9776
998,18,47,6,4,0.8667,0.8182,0.8868,0.7826,0.9125
999,18,44,6,7,0.8267,0.72,0.88,0.7347,0.892
1000,16,48,6,5,0.8533,0.7619,0.8889,0.7442,0.9418
