round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
666,19,40,9,6,0.7973,0.76,0.8163,0.717,0.809
667,25,38,9,2,0.8514,0.9259,0.8085,0.8197,0.9259
668,24,27,13,10,0.6892,0.7059,0.675,0.6761,0.8103
669,24,33,7,10,0.7703,0.7059,0.825,0.7385,0.8037
670,22,33,12,7,0.7432,0.7586,0.7333,0.6984,0.8521
671,12,44,10,8,0.7568,0.6,0.8148,0.5714,0.8259
672,21,31,11,11,0.7027,0.6562,0.7381,0.6562,0.7604
673,19,35,12,8,0.7297,0.7037,0.7447,0.6552,0.7975
674,19,40,11,4,0.7973,0.8261,0.7843,0.717,0.8849
675,20,38,9,7,0.7838,0.7407,0.8085,0.7143,0.7983
676,28,31,8,7,0.7973,0.8,0.7949,0.7887,0.8791
677,15,39,13,7,0.7297,0.6818,0.75,0.6,0.7937
678,21,44,6,3,0.8784,0.875,0.88,0.8235,0.9342
679,13,42,6,13,0.7432,0.5,0.875,0.5778,0.8101
680,18,37,10,9,0.7432,0.6667,0.7872,0.6545,0.8258
681,19,35,13,7,0.7297,0.7308,0.7292,0.6552,0.8229
682,18,42,5,9,0.8108,0.6667,0.8936,0.72,0.8621
683,18,42,6,8,0.8108,0.6923,0.875,0.72,0.8486
684,14,39,15,6,0.7162,0.7,0.7222,0.5714,0.8222
685,15,40,9,10,0.7432,0.6,0.8163,0.6122,0.8147
686,16,44,3,11,0.8108,0.5926,0.9362,0.6957,0.803
687,27,32,6,9,0.7973,0.75,0.8421,0.7826,0.9137
688,12,40,12,10,0.7027,0.5455,0.7692,0.5217,0.7928
689,14,40,10,10,0.7297,0.5833,0.8,0.5833,0.8025
690,20,34,11,9,0.7297,0.6897,0.7556,0.6667,0.8276
691,18,41,10,5,0.7973,0.7826,0.8039,0.7059,0.8193
692,16,33,13,12,0.6622,0.5714,0.7174,0.5614,0.7174
693,18,42,9,5,0.8108,0.7826,0.8235,0.72,0.8534
694,17,39,10,8,0.7568,0.68,0.7959,0.6538,0.7976
695,22,39,6,7,0.8243,0.7586,0.8667,0.7719,0.8138
696,23,39,8,4,0.8378,0.8519,0.8298,0.7931,0.9094
697,19,42,4,9,0.8243,0.6786,0.913,0.7451,0.8331
698,20,42,5,7,0.8378,0.7407,0.8936,0.7692,0.803
699,18,38,10,8,0.7568,0.6923,0.7917,0.6667,0.7901
700,20,33,9,12,0.7162,0.625,0.7857,0.6557,0.7336
701,16,36,9,13,0.7027,0.5517,0.8,0.5926,0.7816
702,19,36,12,7,0.7432,0.7308,0.75,0.6667,0.8133
703,19,33,12,10,0.7027,0.6552,0.7333,0.6333,0.8
704,21,38,7,8,0.7973,0.7241,0.8444,0.7368,0.9019
705,22,33,9,10,0.7432,0.6875,0.7857,0.6984,0.7664
706,21,37,11,5,0.7838,0.8077,0.7708,0.7241,0.8998
707,17,43,7,7,0.8108,0.7083,0.86,0.7083,0.8875
708,18,43,8,5,0.8243,0.7826,0.8431,0.7347,0.8909
709,18,38,7,11,0.7568,0.6207,0.8444,0.6667,0.8797
710,24,37,7,6,0.8243,0.8,0.8409,0.7869,0.8848
711,24,33,9,8,0.7703,0.75,0.7857,0.7385,0.8519
712,23,40,6,5,0.8514,0.8214,0.8696,0.807,0.8991
713,22,36,9,7,0.7838,0.7586,0.8,0.7333,0.8153
714,21,41,8,4,0.8378,0.84,0.8367,0.7778,0.9004
715,19,35,6,14,0.7297,0.5758,0.8537,0.6552,0.7812
716,23,40,4,7,0.8514,0.7667,0.9091,0.807,0.8864
717,21,37,6,10,0.7838,0.6774,0.8605,0.7241,0.889
718,15,38,8,13,0.7162,0.5357,0.8261,0.5882,0.7384
719,22,36,10,6,0.7838,0.7857,0.7826,0.7333,0.8579
720,15,38,13,8,0.7162,0.6522,0.7451,0.5882,0.7937
721,24,38,4,8,0.8378,0.75,0.9048,0.8,0.8222
722,18,40,10,6,0.7838,0.75,0.8,0.6923,0.8308
723,19,36,5,14,0.7432,0.5758,0.878,0.6667,0.8374
724,16,38,5,15,0.7297,0.5161,0.8837,0.6154,0.8117
725,15,43,7,9,0.7838,0.625,0.86,0.6522,0.7592
726,16,41,6,11,0.7703,0.5926,0.8723,0.6531,0.7266
727,17,37,11,9,0.7297,0.6538,0.7708,0.6296,0.762
728,12,37,19,6,0.6622,0.6667,0.6607,0.4898,0.75
729,23,31,8,12,0.7297,0.6571,0.7949,0.697,0.7956
730,15,43,7,9,0.7838,0.625,0.86,0.6522,0.7992
731,18,31,17,8,0.6622,0.6923,0.6458,0.5902,0.7372
732,18,38,9,9,0.7568,0.6667,0.8085,0.6667,0.8369
733,18,36,9,11,0.7297,0.6207,0.8,0.6429,0.8345
734,15,44,9,6,0.7973,0.7143,0.8302,0.6667,0.8625
735,18,38,10,8,0.7568,0.6923,0.7917,0.6667,0.8774
736,16,33,14,11,0.6622,0.5926,0.7021,0.5614,0.7368
737,19,39,7,9,0.7838,0.6786,0.8478,0.7037,0.7748
738,16,41,11,6,0.7703,0.7273,0.7885,0.6531,0.7928
739,23,36,11,4,0.7973,0.8519,0.766,0.7541,0.8731
740,23,31,14,6,0.7297,0.7931,0.6889,0.697,0.8444
741,13,45,5,11,0.7838,0.5417,0.9,0.619,0.815
742,19,35,9,11,0.7297,0.6333,0.7955,0.6552,0.7295
743,14,40,7,13,0.7297,0.5185,0.8511,0.5833,0.7589
744,19,34,11,10,0.7162,0.6552,0.7556,0.6441,0.7594
745,12,38,16,8,0.6757,0.6,0.7037,0.5,0.7287
746,13,39,13,9,0.7027,0.5909,0.75,0.5417,0.7911
747,21,31,10,12,0.7027,0.6364,0.7561,0.6562,0.7664
748,14,42,13,5,0.7568,0.7368,0.7636,0.6087,0.8335
749,20,35,14,5,0.7432,0.8,0.7143,0.678,0.8522
750,20,42,8,4,0.8378,0.8333,0.84,0.7692,0.9325
751,15,34,14,11,0.6622,0.5769,0.7083,0.5455,0.6747
752,12,44,12,6,0.7568,0.6667,0.7857,0.5714,0.7917
753,18,41,8,7,0.7973,0.72,0.8367,0.7059,0.8588
754,14,46,7,7,0.8108,0.6667,0.8679,0.6667,0.8473
755,12,51,7,4,0.8514,0.75,0.8793,0.6857,0.8534
756,17,40,7,10,0.7703,0.6296,0.8511,0.6667,0.7904
757,21,37,9,7,0.7838,0.75,0.8043,0.7241,0.7911
758,19,40,8,7,0.7973,0.7308,0.8333,0.717,0.8854
759,16,40,8,10,0.7568,0.6154,0.8333,0.64,0.7821
760,22,43,7,2,0.8784,0.9167,0.86,0.8302,0.9575
761,21,39,9,5,0.8108,0.8077,0.8125,0.75,0.9054
762,24,36,8,6,0.8108,0.8,0.8182,0.7742,0.8409
763,15,43,8,8,0.7838,0.6522,0.8431,0.6522,0.861
764,28,37,6,3,0.8784,0.9032,0.8605,0.8615,0.9467
765,24,30,10,10,0.7297,0.7059,0.75,0.7059,0.7919
766,11,43,10,10,0.7297,0.5238,0.8113,0.5238,0.7925
767,16,32,19,7,0.6486,0.6957,0.6275,0.5517,0.676
768,20,37,4,13,0.7703,0.6061,0.9024,0.7018,0.816
769,19,38,9,8,0.7703,0.7037,0.8085,0.6909,0.747
770,11,39,14,10,0.6757,0.5238,0.7358,0.4783,0.717
771,21,37,7,9,0.7838,0.7,0.8409,0.7241,0.775
772,18,41,9,6,0.7973,0.75,0.82,0.7059,0.8225
773,25,37,6,6,0.8378,0.8065,0.8605,0.8065,0.8822
774,17,40,11,6,0.7703,0.7391,0.7843,0.6667,0.8159
775,20,33,11,10,0.7162,0.6667,0.75,0.6557,0.7712
