round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
514,17,36,9,12,0.7162,0.5862,0.8,0.6182,0.7847
515,18,40,11,5,0.7838,0.7826,0.7843,0.6923,0.8892
516,17,38,12,7,0.7432,0.7083,0.76,0.6415,0.8008
517,9,41,14,10,0.6757,0.4737,0.7455,0.4286,0.7014
518,14,41,8,11,0.7432,0.56,0.8367,0.5957,0.6914
519,22,38,4,10,0.8108,0.6875,0.9048,0.7586,0.881
520,14,46,7,7,0.8108,0.6667,0.8679,0.6667,0.8302
521,19,36,9,10,0.7432,0.6552,0.8,0.6667,0.7594
522,19,40,10,5,0.7973,0.7917,0.8,0.717,0.8267
523,24,35,8,7,0.7973,0.7742,0.814,0.7619,0.853
524,15,38,9,12,0.7162,0.5556,0.8085,0.5882,0.751
525,16,36,12,10,0.7027,0.6154,0.75,0.5926,0.7324
526,17,29,15,13,0.6216,0.5667,0.6591,0.5484,0.7083
527,20,42,5,7,0.8378,0.7407,0.8936,0.7692,0.8786
528,14,35,10,15,0.6622,0.4828,0.7778,0.5283,0.6996
529,16,40,6,12,0.7568,0.5714,0.8696,0.64,0.8207
530,18,36,11,9,0.7297,0.6667,0.766,0.6429,0.7912
531,19,39,9,7,0.7838,0.7308,0.8125,0.7037,0.8429
532,25,32,7,10,0.7703,0.7143,0.8205,0.7463,0.8425
533,18,38,10,8,0.7568,0.6923,0.7917,0.6667,0.8189
534,16,40,11,7,0.7568,0.6957,0.7843,0.64,0.8065
535,22,31,11,10,0.7162,0.6875,0.7381,0.6769,0.7842
536,21,34,11,8,0.7432,0.7241,0.7556,0.6885,0.8176
537,19,36,10,9,0.7432,0.6786,0.7826,0.6667,0.8339
538,21,32,9,12,0.7162,0.6364,0.7805,0.6667,0.8404
539,18,42,7,7,0.8108,0.72,0.8571,0.72,0.8441
540,13,45,8,8,0.7838,0.619,0.8491,0.619,0.7781
541,20,40,8,6,0.8108,0.7692,0.8333,0.7407,0.8862
542,17,38,9,10,0.7432,0.6296,0.8085,0.6415,0.8392
543,22,27,12,13,0.6622,0.6286,0.6923,0.6377,0.7304
544,22,38,9,5,0.8108,0.8148,0.8085,0.7586,0.9149
545,24,32,12,6,0.7568,0.8,0.7273,0.7273,0.8924
546,19,44,8,3,0.8514,0.8636,0.8462,0.7755,0.9222
547,18,37,12,7,0.7432,0.72,0.7551,0.6545,0.8229
548,20,41,4,9,0.8243,0.6897,0.9111,0.7547,0.8038
549,16,40,9,9,0.7568,0.64,0.8163,0.64,0.8082
550,17,35,9,13,0.7027,0.5667,0.7955,0.6071,0.7644
551,24,39,9,2,0.8514,0.9231,0.8125,0.8136,0.9383
552,20,34,11,9,0.7297,0.6897,0.7556,0.6667,0.8238
553,17,41,9,7,0.7838,0.7083,0.82,0.68,0.84
554,18,39,9,8,0.7703,0.6923,0.8125,0.6792,0.7989
555,22,34,12,6,0.7568,0.7857,0.7391,0.7097,0.8595
556,22,36,10,6,0.7838,0.7857,0.7826,0.7333,0.854
557,19,35,10,10,0.7297,0.6552,0.7778,0.6552,0.7686
558,15,41,7,11,0.7568,0.5769,0.8542,0.625,0.7917
559,22,35,10,7,0.7703,0.7586,0.7778,0.7213,0.8559
560,23,35,7,9,0.7838,0.7188,0.8333,0.7419,0.8266
561,17,38,10,9,0.7432,0.6538,0.7917,0.6415,0.7708
562,21,34,10,9,0.7432,0.7,0.7727,0.6885,0.8038
563,13,42,10,9,0.7432,0.5909,0.8077,0.5778,0.8129
564,12,42,10,10,0.7297,0.5455,0.8077,0.5455,0.7456
565,15,35,14,10,0.6757,0.6,0.7143,0.5556,0.7714
566,15,42,5,12,0.7703,0.5556,0.8936,0.6383,0.7786
567,15,35,9,15,0.6757,0.5,0.7955,0.5556,0.7174
568,18,41,7,8,0.7973,0.6923,0.8542,0.7059,0.8077
569,21,37,8,8,0.7838,0.7241,0.8222,0.7241,0.8582
570,18,35,8,13,0.7162,0.5806,0.814,0.6316,0.7697
